Latitude,Longitude,Number of nearby accommodation,Distance to nearest accommodation,Number of nearby bus stations,Distance to nearest bus station,Number of nearby food venues,Distance to nearest food venue,Distance to center
46.00775527373786,14.451225049855235,0,2671.6933419359907,0,2612.09755045721,0,2608.844562446533,6448.99454734834
46.007755266445294,14.452516153698179,0,2690.916999818235,0,2640.2048744220365,0,2616.156575118718,6383.590634849107
46.007755259152724,14.45380725754095,0,2713.6901870087445,0,2671.7599909734895,0,2627.2555506403737,6319.09107786658
46.00865499792629,14.442187333415841,0,2541.6353957769356,0,2419.806359395389,0,2519.7097034030303,6860.27545026134
46.00865499063348,14.443478458191338,0,2534.3759825928423,0,2421.394352777109,0,2515.5404437661696,6788.5337591999005
46.00865498334069,14.444769582966666,0,2531.0480489202764,0,2427.10326009918,0,2515.3413245982424,6717.513394384453
46.0086549760479,14.446060707741816,0,2531.6670988658498,0,2436.904119485067,0,2518.3629796571336,6647.237476247612
46.00865496875508,14.447351832516805,0,2536.230242263366,0,2450.7478386768007,0,2510.058483994602,6577.729865670768
46.008654961462284,14.44864295729162,0,2544.716261742073,0,2468.566401537042,0,2505.7187873324415,6509.015176215006
46.00865495416948,14.449934082066264,0,2557.0861018934606,0,2490.2744864000665,0,2505.364492782614,6441.118784909797
46.00865494687668,14.451225206840745,0,2573.2837544519884,0,2515.771409566706,0,2508.997288672059,6374.066841295842
46.00865493958387,14.45251633161505,0,2593.2374935647595,0,2544.9432963237286,0,2516.599908567586,6307.886274531498
46.008654932291066,14.453807456389194,0,2616.861399423038,0,2577.6653790795103,0,2528.1365385203053,6242.604798225302
46.00955467092446,14.442187343882276,0,2442.0783181932843,0,2319.80754572201,0,2419.906769802445,6791.3598571714465
46.009554663631434,14.443478489590134,0,2434.5220907726125,0,2321.4639790376023,0,2415.5652902570655,6718.882364056775
46.00955465633841,14.444769635297824,0,2431.0575685355466,0,2327.418122228969,0,2415.35802993029,6647.117895455058
46.00955464904538,14.446060781005343,0,2431.7022402862294,0,2337.6371357226326,0,2418.9136112137103,6576.089795002277
46.009554641752345,14.44735192671269,0,2436.4528442171622,0,2352.0654314541944,0,2410.2667256598315,6505.822180930117
46.009554634459306,14.448643072419873,0,2445.285449915699,0,2370.6261540496403,0,2405.7473257944753,6436.339960734174
46.00955462716628,14.449934218126888,0,2458.1560556283134,0,2393.2231579076392,0,2405.3786767881393,6367.668844479419
46.00955461987325,14.45122536383372,0,2475.0016664336467,0,2419.743366075847,0,2409.162684082524,6299.8353564659055
46.009554612580224,14.452516509540386,0,2495.741792858337,0,2450.059383891809,0,2417.0798444482225,6232.866844976101
46.00955460528719,14.453807655246893,0,2520.280289393759,0,2484.032238978061,0,2429.089744518501,6166.791489832379
46.01045434378034,14.442187354349207,0,2342.5589724288498,0,2219.808838937012,0,2320.1208071256046,6723.225279704304
46.0104543364871,14.443478520990425,0,2334.680706172601,0,2221.53987141884,0,2315.5922824999766,6650.005251136536
46.010454329193834,14.444769687631474,0,2331.067904875651,0,2227.7612071785657,0,2315.376178136766,6577.489370888735
46.01045432190059,14.446060854272353,0,2331.7403953673643,0,2238.435406510863,0,2319.473699390327,6505.701185416253
46.01045431460732,14.44735202091306,0,2336.6944777877998,0,2253.4991943726645,0,2310.4929743681246,6434.665050314402
46.01045430731407,14.448643187553598,0,2345.903026667115,0,2272.8652942769886,0,2305.778339309688,6364.406147612666
46.010454300020804,14.44993435419397,0,2359.316226242629,0,2296.424862646252,0,2305.3940912538933,6294.95050181546
46.01045429272755,14.451225520834173,0,2376.8628940556932,0,2324.050371776077,0,2309.342391778989,6226.324994373758
46.01045428543429,14.452516687474207,0,2398.452312576234,0,2355.5987748806647,0,2317.601098004677,6158.557376347286
46.010454278141026,14.453807854114062,0,2423.9764625641287,0,2390.9147878478466,0,2330.12437800886,6091.676278918528
46.01135401649398,14.442187364816636,0,2243.0823806537123,0,2119.810254159347,0,2220.3541034603813,6655.895703023211
46.011354009200495,14.443478552392207,0,2234.85350506236,0,2121.6229152803567,0,2215.621710954956,6581.9267280962695
46.011354001907016,14.444769739967606,0,2231.079167747312,0,2128.13647982684,0,2215.395964570013,6508.65243564215
46.011353994613515,14.44606092754285,0,2231.7819690603196,0,2139.308009620051,0,2219.6782393183903,6436.096552388615
46.01135398732003,14.447352115117914,0,2236.9576891524794,0,2155.0650673175587,0,2210.7396681697646,6364.283649027244
46.01135398002654,14.448643302692803,0,2246.575413753666,0,2175.3080080319396,0,2205.812164396756,6293.239160328428
46.01135397273305,14.449934490267536,0,2260.578447492767,0,2199.91300198728,0,2205.4109035299175,6222.989404084253
46.01135396543956,14.451225677842093,0,2278.8859527859167,0,2228.73558410269,0,2209.5383515218873,6153.5615986413095
46.011353958146074,14.452516865416476,0,2301.395206230961,0,2261.6145101184197,0,2218.1692281926444,6084.983878703555
46.011353950852566,14.4538080529907,0,2327.984331057313,0,2298.375705121906,0,2231.251273968819,6017.285309093112
46.01225368906535,14.442187375284558,0,2143.654494894731,0,2019.811809516471,0,2120.6093770059133,6589.395803356572
46.012253681771625,14.443478583795478,0,2135.042476951347,0,2021.7141709432024,0,2115.6539209738953,6514.671830854247
46.01225367447791,14.444769792306234,0,2131.091487568209,0,2028.548682521721,0,2115.4176215126195,6440.63247108189
46.01225366718419,14.446061000816826,0,2131.8274422385325,0,2040.265779495471,0,2119.902056719208,6367.301606258683
46.01225365989048,14.447352209327237,0,2137.2454991605873,0,2056.782018060565,0,2111.009705390871,6294.703997526859
46.01225365259677,14.448643417837491,0,2147.310217220938,0,2077.982967657501,0,2105.8492014506824,6222.865308044459
46.012253645303055,14.449934626347567,0,2161.956701545819,0,2103.7269982383987,0,2105.4293127515393,6151.812125060775
46.01225363800934,14.451225834857471,0,2181.0926515879764,0,2133.849684846361,0,2109.7528697636376,6081.571980718897
46.01225363071563,14.452517043367214,0,2204.6011646788324,0,2168.1685352044933,0,2118.7908345817496,6012.1733712640425
46.01225362342192,14.453808251876778,0,2232.344104481071,0,2206.4877615027576,0,2132.4832657417246,5943.6457743275305
46.01315336149445,14.44218738575298,0,2044.2824219146805,0,1919.81352690398,0,2020.8898819417836,6523.750952707088
46.01315335420051,14.443478615200242,0,2035.2500012673718,0,1921.8149191144103,0,2015.6893264078801,6448.266330509849
46.01315334690657,14.444769844647354,0,2031.1050204277988,0,1929.0035349817638,0,2015.4414273280645,6373.455634335654
46.01315333961262,14.446061074094287,0,2031.87739039216,0,1941.321751280356,0,2020.1480079709581,6299.342874789252
46.01315333231868,14.447352303541052,0,2037.5615191700522,0,1958.672789261638,0,2011.3065584612516,6225.952976319854
46.013153325024746,14.448643532987656,0,2048.116512418377,0,1980.9244049524082,0,2005.8899306746932,6153.311803466975
46.013153317730804,14.449934762434076,0,2063.467625553038,0,2007.9136809667007,0,2005.4495577644868,6081.446186263581
46.013153310436856,14.451225991880333,0,2083.5088490751004,0,2039.4525372253047,0,2009.9887105106468,6010.383944538469
46.01315330314292,14.452517221326422,0,2108.106424214154,0,2075.3335640893456,0,2019.4738118870378,5940.153910793783
46.01315329584897,14.453808450772337,0,2137.103029012485,0,2115.3358130846013,0,2033.835664523467,5870.7859513161275
46.0140530337813,14.442187396221904,0,1944.9747164435482,0,1819.815433032634,0,1921.199547160268,6458.9872215737005
46.01405302648714,14.44347864660652,0,1935.4789476824617,0,1821.9267212702043,0,1915.7284274786407,6382.736738300566
46.014053019193,14.444769896990973,0,1931.1199547462536,0,1829.507999052531,0,1915.4677184869458,6307.148865679108
46.01405301189883,14.44606114737525,0,1931.932508063024,0,1842.491745726289,0,1920.419542229728,6232.247713217319
46.014053004604655,14.447352397759355,0,1937.910102455183,0,1860.7648752790212,0,1911.6344232023994,6158.058338946561
46.01405299731048,14.448643648143298,0,1949.005214991766,0,1884.1735011909357,0,1905.9349329909273,6084.606778994084
46.01405299001632,14.449934898527063,0,1965.131167198739,0,1912.5290632013075,0,1905.4719275427676,6011.9200765188725
46.01405298272214,14.45122614891067,0,1986.1654246011562,0,1945.6152821292417,0,1910.249214512499,5940.026309751766
46.01405297542798,14.452517399294104,0,2011.95404937494,0,1983.1954033694426,0,1920.2276827141252,5868.954618792422
46.01405296813381,14.453808649677363,0,2042.3169472493455,0,2025.0192500875164,0,1935.3268825735977,5798.735230843453
46.0149527059259,14.442187406691321,0,1845.7417681336235,0,1719.8175608238998,0,1821.543160364351,6395.131379403089
46.014952698631504,14.44347867801428,0,1835.7328090362935,0,1722.0515009817095,0,1815.771834537991,6318.110308273736
46.01495269133711,14.44476994933707,0,1831.1365201058943,0,1730.0706341860266,0,1815.4969055840575,6241.739893701821
46.01495268404272,14.446061220659688,0,1831.993641339336,0,1743.7951497322647,0,1820.7208633722244,6166.044312149969
46.01495267674832,14.44735249198214,0,1838.2965446603991,0,1763.0918146536303,0,1811.9984171857677,6091.04872284622
46.014952669453926,14.448643763304421,0,1849.9895696625997,0,1787.7802066389288,0,1805.9849179070015,6016.779300832668
46.01495266215954,14.449935034626535,0,1866.9714425114105,0,1817.6406369991603,0,1805.4967750586711,5943.263269633424
46.014952654865134,14.45122630594848,0,1889.099537866859,0,1852.4230080973377,0,1810.5384577503974,5870.52893324209
46.01495264757074,14.45251757727025,0,1916.1955793377897,0,1891.8558650668406,0,1821.0640379826532,5798.605707128694
46.01495264027634,14.453808848591855,0,1948.052276008421,0,1935.6550118799432,0,1836.9792527610634,5727.524147878278
46.00685492226849,14.45509814150242,0,2836.1473695509603,0,2800.0418596638942,0,2740.811634541922,6333.490009540965
46.006854914976145,14.45638922439922,0,2864.7497129467715,0,2836.870404377053,0,2733.989851117632,6271.661886827352
46.0068549076838,14.457680307295844,0,2896.5221825601775,0,2876.703694647589,0,2714.8825819657513,6210.827123366128
46.006854900391446,14.458971390192294,0,2931.361699021113,0,2868.3415536441307,0,2699.3453590308377,6151.015192809424
46.00685489309909,14.460262473088575,0,2969.1602999886773,0,2853.2770710872505,0,2687.440102851887,6092.256220838447
46.00685488580673,14.461553555984686,0,3009.8065026890217,0,2841.652217776357,0,2679.2152304647648,6034.5809656557485
46.006854878514375,14.46284463888063,0,3053.1865813028953,0,2833.5093286549863,0,2674.704694270938,5978.020794080898
46.00685487122203,14.464135721776398,0,3099.1857377007323,0,2828.878472245289,0,2673.927291010988,5922.607652947972
46.00685486392968,14.465426804672008,0,3147.689151289853,0,2827.77690284958,0,2676.8862731416966,5868.374035462379
46.00685485663733,14.466717887567436,0,3198.5829001765787,0,2830.2087414637112,0,2683.5692811481426,5815.352942228558
46.00775459555129,14.455098151967865,0,2739.9899138500296,0,2706.704310767245,0,2642.1629846060073,6255.590681441832
46.00775458825872,14.456389255795035,0,2769.585511539095,0,2744.785540421679,0,2636.273846271556,6192.98490720655
46.00775458096614,14.457680359622017,0,2802.4371942485304,0,2785.935857864928,0,2616.4531730618037,6131.369609140894
46.00775457367358,14.458971463448842,0,2838.4319075663875,0,2769.807211670448,0,2600.3280467575223,6070.774945828374
46.007754566380996,14.460262567275498,0,2877.4517031984346,0,2754.2040411720704,0,2587.9675470066304,6011.231782100374
46.00775455908841,14.46155367110198,0,2919.3752856856313,0,2742.1594850371407,0,2579.4257941722503,5952.771671226574
46.00775455179585,14.462844774928293,0,2964.0794451453553,0,2733.7205805905583,0,2574.740794839451,5895.426832552856
46.00775454450326,14.464135878754433,0,3011.4403529821466,0,2728.920778357186,0,2573.9336089551093,5839.230124168515
46.00775453721068,14.465426982580405,0,3061.3347066078563,0,2727.7792884996466,0,2577.007880409195,5784.215010261337
46.00775452991811,14.466718086406216,0,3113.640717231588,0,2730.3006994478037,0,2583.949755270806,5730.41552280204
46.00865426869182,14.455098162433794,0,2644.117537878657,0,2613.85960523045,0,2543.6198730137744,6178.327754651636
46.00865426139902,14.456389287192327,0,2674.774176181536,0,2653.2737579207533,0,2538.735724523027,6114.931013219098
46.00865425410622,14.457680411950683,0,2708.7760522658054,0,2691.182420505987,0,2518.1475293777703,6052.521210924429
46.00865424681342,14.458971536708875,0,2745.9989033749143,0,2671.381798097866,0,2501.3889210091584,5991.129190800757
46.00865423952061,14.460262661466897,0,2786.313643787955,0,2655.200511523711,0,2488.5372696255286,5930.786559399861
46.00865423222781,14.461553786224744,0,2829.588120895042,0,2642.705045214329,0,2479.653323391199,5871.525671045545
46.008654224935015,14.462844910982424,0,2875.6887200017704,0,2633.947856364965,0,2474.7798123970024,5813.379607320965
46.0086542176422,14.464136035739932,0,2924.4817938898072,0,2628.9663022882924,0,2473.9404376912657,5756.382151366115
46.0086542103494,14.46542716049727,0,2975.834904556732,0,2627.7818557775618,0,2477.1393001617103,5700.567756560561
46.00865420305659,14.466718285254444,0,3029.617874158692,0,2630.3996462534856,0,2484.3608009533955,5645.971509204394
46.009553941690086,14.455098172900225,0,2548.5624144126095,0,2521.562183576403,0,2445.195059609064,6101.725404458099
46.00955393439707,14.456389318591118,0,2580.3546037992664,0,2562.396457598585,0,2441.3968061944456,6037.524370900873
46.00955392710404,14.45768046428184,0,2615.584289393302,0,2593.628873057557,0,2419.9807339142562,5974.306045955046
46.009553919811,14.458971609972389,0,2654.1145907462483,0,2573.077813146577,0,2402.5376412224678,5912.101954133062
46.00955391251797,14.460262755662772,0,2695.8039874911183,0,2556.274557305404,0,2389.1545492612026,5850.944443882122
46.009553905224934,14.461553901352989,0,2740.5083122191068,0,2543.2933905943264,0,2379.8999518532073,5790.866674251476
46.009553897931895,14.462845047043032,0,2788.082543946183,0,2534.1930485786916,0,2374.8221152800597,5731.902596600708
46.00955389063887,14.464136192732903,0,2838.3823784762403,0,2529.015425575265,0,2373.9478417685614,5674.086930904645
46.00955388334585,14.465427338422614,0,2891.265565980292,0,2527.7846262385233,0,2377.281769051592,5617.455136155095
46.00955387605282,14.466718484112139,0,2946.593017628801,0,2530.506409602334,0,2384.8062481740785,5562.043374420018
46.010453614546094,14.455098183367152,0,2453.361613402867,0,2429.8744114245687,0,2346.903428063396,6025.808823407272
46.010453607252835,14.456389349991412,0,2486.3714262115504,0,2472.2236098824947,0,2344.281905305399,5960.790195885269
46.01045359995957,14.457680516615488,0,2522.913920153778,0,2496.268944197475,0,2321.970397149322,5896.749312124954
46.01045359266632,14.458971683239401,0,2562.8379863570517,0,2474.909726377551,0,2303.785515357952,5833.718372398765
46.01045358537306,14.460262849863145,0,2605.988211120201,0,2457.4355471160916,0,2289.825578116143,5771.730464502853
46.0104535780798,14.461554016486716,0,2652.207134625532,0,2443.9297422999807,0,2280.1681862324976,5710.819553216565
46.01045357078653,14.462845183110112,0,2701.337248410517,0,2434.4583596691427,0,2274.868136558277,5651.020464683404
46.01045356349328,14.464136349733353,0,2753.2227099336624,0,2429.06859252894,0,2273.9558970769226,5592.368865124953
46.01045355620002,14.46542751635641,0,2807.7107699032786,0,2427.787624991295,0,2277.4367404801883,5534.901233416164
46.01045354890677,14.466718682979302,0,2864.6529214487828,0,2430.621953227049,0,2285.290592864012,5478.654826922571
46.01135328725984,14.455098193834583,0,2358.5580408378405,0,2338.867987896763,0,2248.762442268773,5950.6042582629
46.01135327996636,14.456389381393192,0,2392.876063808818,0,2382.835191212683,0,2247.4200625801805,5884.754794106314
46.01135327267287,14.457680568951625,0,2430.8245765672186,0,2399.1262059824244,0,2224.1372030211196,5819.877332605666
46.01135326537938,14.458971756509886,0,2472.2364020960345,0,2376.8943760369452,0,2205.1458645639336,5756.004740973635
46.0113532580859,14.460262944067985,0,2516.9405980478396,0,2358.694410912639,0,2190.5576678354605,5693.170840710929
46.0113532507924,14.461554131625919,0,2564.7650108252687,0,2344.6202037797357,0,2180.4609912203514,5631.410400339045
46.011353243498924,14.462845319183673,0,2615.538489053652,0,2334.7463679259163,0,2174.91838889531,5570.759122852628
46.01135323620543,14.464136506741259,0,2669.092740045246,0,2329.126323712675,0,2173.964693480569,5511.25362736061
46.01135322891194,14.465427694298675,0,2725.2638335356805,0,2327.7908814511497,0,2177.6059341969603,5452.931424286822
46.011353221618464,14.466718881855925,0,2783.893372580054,0,2330.747405965683,0,2185.8191477828136,5395.830883527476
46.01225295983132,14.455098204302509,0,2264.2015938975937,0,2248.625641183216,0,2150.7927242844885,5876.13904685729
46.012252952537615,14.456389412796467,0,2299.9280085150885,0,2294.322889130171,0,2150.84546718967,5809.445602761273
46.0122529452439,14.457680621290248,0,2339.384875467704,0,2302.2281517250153,0,2126.505600842531,5743.717601028704
46.01225293795019,14.458971829783868,0,2382.386851753369,0,2279.051468453464,0,2106.634488270724,5678.9885635530045
46.01225293065647,14.460263038277313,0,2428.7456416462173,0,2260.0639769430713,0,2091.3595133399576,5615.293036470144
46.012252923362766,14.461554246770591,0,2478.272873740839,0,2245.3719546332018,0,2080.781898952101,5552.666586598371
46.01225291606906,14.462845455263697,0,2530.782536307493,0,2235.0601110979173,0,2074.973483713656,5491.145792516294
46.012252908775345,14.464136663756646,0,2586.0929642650844,0,2229.189233014212,0,2073.9743381640815,5430.768229618629
46.012252901481624,14.465427872249409,0,2644.0283958126315,0,2227.7944303204067,0,2077.7914002023117,5371.572448512
46.01225289418792,14.466719080742003,0,2704.420133802884,0,2230.884098679845,0,2086.3982362585753,5313.5979460373665
46.01315263226056,14.455098214770924,0,2170.350590003409,0,2159.243173758823,0,2053.018792872413,5802.441654587981
46.01315262496662,14.45638944420123,0,2207.5963924351995,0,2206.7921267252814,0,2054.5986249581974,5734.891231175679
46.01315261767268,14.457680673631367,0,2248.6740691049313,0,2205.607030466864,0,2029.1046899745606,5668.298826932869
46.01315261037874,14.45897190306133,0,2293.377726191551,0,2181.4042075691345,0,2008.2702632587789,5602.69860237425
46.01315260308482,14.460263132491127,0,2341.499692421432,0,2161.559399050163,0,1992.2415345359834,5538.125815338531
46.01315259579087,14.461554361920756,0,2392.8337411709067,0,2146.193497649863,0,1981.135151331827,5474.616821661451
46.013152588496936,14.462845591350206,0,2447.177742774742,0,2135.4031933085016,0,1975.0341561637185,5412.209070403775
46.013152581202995,14.464136820779494,0,2504.3357572604727,0,2129.25804954722,0,1973.9849600407067,5350.941092919806
46.013152573909046,14.465428050208612,0,2564.1196060047414,0,2127.7983128263595,0,1977.9956019156882,5290.852485055232
46.013152566615105,14.466719279637555,0,2626.349978783534,0,2131.0336115392333,0,1987.035443619652,5231.983881671552
46.01405230454752,14.45509822523985,0,2077.0735444790744,0,2070.8319324672216,0,1955.4700163688315,5729.541710220176
46.01405229725336,14.456389475607494,0,2115.9619134997947,0,2120.3644642965014,0,1958.7278513190386,5661.1215013184255
46.01405228995919,14.457680725974983,0,2158.784042590389,0,2109.3008991056145,0,1931.969361882443,5593.65098121926
46.01405228266501,14.458971976342285,0,2205.310789572872,0,2083.980095310357,0,1910.0759234519585,5527.1649288189155
46.01405227537085,14.460263226709419,0,2255.3128890529442,0,2063.1987037947993,0,1893.2163240998345,5461.699296450551
46.01405226807668,14.461554477076394,0,2308.5645300149927,0,2047.0949768093706,0,1881.5258873417808,5397.291215356894
46.01405226078252,14.462845727443192,0,2364.8462029670377,0,2035.7799232419525,0,1875.1012980801727,5333.978995659149
46.01405225348835,14.46413697780982,0,2423.94685395367,0,2029.3336459890202,0,1873.9967155289878,5271.802120079493
46.01405224619419,14.465428228176286,0,2485.6654140266073,0,2027.8025783310266,0,1878.2215258054575,5210.801230615436
46.01405223890002,14.46671947854257,0,2549.811789660116,0,2031.1978351976902,0,1887.7399472946704,5151.0181072721225
46.01495197669222,14.455098235709265,0,1984.451393898698,0,1983.5217925432294,0,1858.1818549147001,5657.470040641475
46.01495196939783,14.456389507015256,0,2025.119208048566,0,2035.1804421767022,0,1863.2911960539295,5588.167487581621
46.01495196210344,14.457680778321073,0,2069.821735315964,0,2013.3549595096902,0,1835.1417894936992,5519.805341245082
46.01495195480904,14.458972049626725,0,2118.303557626563,0,1986.8119584923902,0,1812.0790866713323,5452.418974078114
46.01495194751464,14.460263320932201,0,2170.3114167180506,0,1965.003497964614,0,1794.2992414118985,5386.045010989526
46.01495194022026,14.461554592237508,0,2225.598136630498,0,1948.0885911109997,0,1781.9603928488618,5320.721340189928
46.01495193292586,14.462845863542647,0,2283.9256167652998,0,1936.195494738491,0,1775.176002044821,5256.4871185738975
46.014951925631465,14.464137134847622,0,2345.066974927418,0,1929.4170757264833,0,1774.0097963064445,5193.382770790671
46.014951918337076,14.465428406152425,0,2408.8079515866843,0,1927.807286428375,0,1778.4728277793872,5131.449981118993
46.01495191104267,14.466719677457053,0,2474.9476994532633,0,1931.3790509255682,0,1788.5229558238298,5070.73167721108
46.0068541930338,14.468008970350734,0,3181.562475035449,0,2836.2376311129738,0,2694.0210027899466,5763.64052931935
46.00685418574145,14.469300053230567,0,3125.1422406735373,0,2845.6957355195855,0,2658.8345594789944,5713.145840866304
46.00685417844909,14.470591136110217,0,3070.941142541919,0,2858.621178875426,0,2623.000461563027,5663.965241796797
46.00685417115674,14.471882218989704,0,3019.0787025463083,0,2874.9671955663734,0,2590.5314725888757,5616.13325475479
46.00685416386438,14.473173301869025,0,2969.6774501904215,0,2894.675839010227,0,2561.5555590430067,5569.684625165446
46.00685415657203,14.474464384748167,0,2922.862182696629,0,2917.6789673257526,0,2536.1924485722834,5524.654244958249
46.006854149279675,14.475755467627144,0,2878.759065090385,0,2862.058528651799,0,2514.5514655452384,5481.077069600083
46.00685414198732,14.47704655050595,0,2837.4945648665866,0,2765.6942749800173,0,2496.729399062481,5438.988028448167
46.00685413469496,14.478337633384594,0,2799.194221830722,0,2669.596947594101,0,2482.808489196439,5398.421928544447
46.006854127402605,14.479628716263061,0,2763.9812612483925,0,2573.7964452176016,0,2472.8546213920254,5359.413352034216
46.007753866316705,14.468008980816176,0,3100.2741256260683,0,2736.5463061104724,0,2594.7984957802746,5677.93698696852
46.00775385902414,14.469300084626363,0,3042.346801213657,0,2746.347786872417,0,2566.393986602707,5626.673248051343
46.00775385173157,14.470591188436398,0,2986.6436048405344,0,2759.738661105955,0,2529.250637591683,5576.730152163146
46.007753844439,14.471882292246251,0,2933.291247826007,0,2776.6669982002727,0,2495.5623589772636,5528.143492824378
46.007753837146424,14.47317339605594,0,2882.420272208044,0,2797.068570897862,0,2465.470785440693,5480.94934314368
46.00775382985385,14.474464499865451,0,2834.164297567281,0,2820.868020981964,0,2439.1090395394613,5435.183977082198
46.007753822561284,14.475755603674806,0,2788.6590800136346,0,2837.426613263891,0,2416.5991860998693,5390.883783317661
46.00775381526871,14.477046707483984,0,2746.0413730551177,0,2740.1966525321927,0,2398.0496976489676,5348.085171702623
46.00775380797614,14.478337811292986,0,2706.4475867140372,0,2643.172935382272,0,2383.553038050686,5306.824472364952
46.00775380068357,14.479628915101827,0,2670.0122501390624,0,2546.3790372117874,0,2373.1834789326435,5267.137827649192
46.008653539457356,14.468008991282103,0,3020.1091908906915,0,2636.8783572285997,0,2495.6380554705274,5592.7081725437665
46.008653532164544,14.469300116023664,0,2960.6138033626657,0,2647.0489443514602,0,2474.541366401687,5540.655943132265
46.00865352487173,14.470591240765058,0,2903.3429944002846,0,2660.9396669167027,0,2435.997979055458,5489.930429279507
46.008653517578935,14.471882365506275,0,2848.4309499095057,0,2678.492647426232,0,2401.0018043399587,5440.568740292982
46.00865351028613,14.473173490247332,0,2796.0166474017533,0,2699.636451048699,0,2369.7100045203065,5392.608327972282
46.00865350299333,14.474464614988213,0,2746.243104982977,0,2724.2874715192497,0,2342.271051192626,5346.086905547475
46.00865349570053,14.475755739728934,0,2699.256411277494,0,2752.3514748712178,0,2318.8217222668027,5301.042358461854
46.008653488407724,14.477046864469475,0,2655.204519256132,0,2698.251182920234,0,2299.484075344987,5257.512646932339
46.00865348111493,14.47833798920985,0,2614.235794165106,0,2620.3012170818197,0,2284.362531780469,5215.535700305823
46.00865347382213,14.479629113950049,0,2576.4973159572182,0,2522.6304246073046,0,2273.5412182724604,5175.149303337387
46.009553212455735,14.468009001748538,0,2941.1595324271343,0,2537.2365392589713,0,2396.5473861622854,5507.97612349707
46.0095532051627,14.469300147422453,0,2880.033702206559,0,2547.8049495824043,0,2383.3446778328016,5455.115463344882
46.009553197869685,14.470591293096211,0,2821.127622647961,0,2562.233858242572,0,2343.301841398631,5403.587053520379
46.009553190576646,14.471882438769798,0,2764.583188761774,0,2580.458506893305,0,2306.9000500906845,5353.429364139653
46.00955318328361,14.473173584443213,0,2710.54820264582,0,2602.399151837424,0,2274.314142110638,5304.6812773387455
46.009553175990575,14.474464730116459,0,2659.175646168369,0,2627.962721074782,0,2245.7102323368404,5257.382004099582
46.00955316869754,14.475755875789533,0,2610.6227001605484,0,2657.044647608668,0,2221.2421599175245,5211.570992092472
46.00955316140451,14.477047021462438,0,2565.0494839663024,0,2623.834849581969,0,2201.0478579897426,5167.28782438737
46.00955315411149,14.478338167135176,0,2522.6174967736006,0,2557.149532995657,0,2185.2458141224124,5124.572109010326
46.009553146818455,14.479629312807742,0,2483.487753578762,0,2492.6916310145502,0,2173.9318107870695,5083.46335945454
46.010452885311864,14.468009012215463,0,2863.52567037211,0,2437.6240566348547,0,2297.5355153539676,5423.764121832592
46.01045287801862,14.469300178822749,0,2800.7060107028547,0,2448.6224716009524,0,2292.8821889531423,5370.0745949306765
46.01045287072535,14.470591345429852,0,2740.095177688715,0,2463.632435599999,0,2251.230971186878,5317.722253942792
46.0104528634321,14.471882512036801,0,2681.8429368916686,0,2482.5811868596543,0,2213.31561634684,5266.746974578351
46.01045285613884,14.473173678643576,0,2626.1062477692485,0,2505.379357155622,0,2179.3311194717985,5217.189121334642
46.010452848845595,14.474464845250182,0,2573.048589147562,0,2531.9229647510315,0,2149.4639373236437,5169.089462449975
46.01045284155232,14.475756011856607,0,2522.8389942441067,0,2562.095602792611,0,2123.8877762927564,5122.489075003851
46.01045283425907,14.477047178462872,0,2475.6507570531276,0,2551.168200780244,0,2102.759219120408,5077.429239880609
