Name,Category,Latitude,Longitude,Area,Distance to center
Bezigrajski Vrt,Bar,46.074334645540645,14.510697309760985,75,2573.1555788295373
Cafe Open,Café,46.07491150923386,14.516125936007613,75,2725.358396150286
Dunajska pekarna in slascicarna,Bakery,46.073876550988814,14.510714255139634,75,2522.92229967479
Domača Pekarna,Bakery,46.074802000000005,14.510907999999999,75,2626.874370646084
Okrepčevalnica Špela,Café,46.074802000000005,14.510907999999999,75,2626.874370646084
Vivo catering,Restaurant,46.076394,14.511548000000001,75,2809.1631627911274
Krinka,Café,46.07371151767821,14.511027628794544,75,2508.338914853941
Bistro Šumi,Bistro,46.07469085564033,14.514731222897826,75,2672.858931306569
Podmornica,College Cafeteria,46.074324,14.516824,75,2679.0652334244896
Panakke laungebar&creperie,Coffee Shop,46.07346694033036,14.510801732540125,75,2478.8457524690016
Goppion caffe,Café,46.076619,14.506214000000002,75,2802.33233188122
NetCafe,Café,46.07467075467389,14.514866246910348,75,2673.3285946425194
Restavracija Piap,Restaurant,46.074357613018826,14.511758720994957,75,2588.314707287601
Gostilna MamaTatjana,German Restaurant,46.0716165,14.5076345,75,2249.428369885074
Berry Pub,Café,46.078142975562784,14.512150486235535,75,3008.4089666133777
Loco,Café,46.07376386045789,14.51102999590407,75,2514.117174213329
Bar amerika,Café,46.07490699149538,14.514357603106484,75,2689.1082710251817
Economist Point,Café,46.074210975801456,14.516952189610176,75,2670.227301065683
Baš burek,Snack Place,46.074964,14.511002,75,2645.7342443335237
Barbado,Restaurant,46.07417110141594,14.51169564620118,75,2567.056904585293
Roza Slon Belžigrad,Thai Restaurant,46.075074,14.511366,75,2662.0036548428984
Pekarna Bežigrad,Fast Food Restaurant,46.074963535632456,14.511055137219145,75,2646.2762184186986
Dunajska pekarna,Bakery,46.071558543063574,14.510771839261926,75,2268.868052252695
Žverca Pub,Café,46.073465146252296,14.510766261407216,75,2478.246797248377
Okrepčevalnica Mojca,Diner,46.07503042793294,14.511198847909277,75,2655.263800204692
Lonček Time,Café,46.073749,14.517244,75,2628.8573571362394
Caffe bar Žogica,Bar,46.070869776581716,14.515620210579677,75,2285.363432806085
Primorska pekarna,Bagel Shop,46.07701118251763,14.518159549391743,75,2995.071174615936
Prestige Catering Gzs,Corporate Cafeteria,46.07161,14.514938,75,2347.46858584198
Habibi,Halal Restaurant,46.073429,14.510919,75,2476.0257719282017
San Marino,Diner,46.07434343438895,14.50946609504441,75,2562.683982209709
Morsko mesto,Chinese Restaurant,46.074378,14.51112756,75,2582.736498568739
Bar Slovenčeva,Café,46.0709433563199,14.516846097959947,75,2325.3274897762813
Gostilnica 987,Food,46.07717366926011,14.513209504486888,75,2916.379823008421
Rozaslon,Thai Restaurant,46.074989,14.511389999999999,75,2652.9537139287336
Pizzerija Piramida,Pizza Place,46.0775596603096,14.519329907013686,76,3081.948723783375
Restavracija & pizzerija Tartuf,Pizza Place,46.07760594925632,14.51932903791534,76,3086.7796198216242
IMP Menza,Restaurant,46.07013880372842,14.52054879824127,76,2363.370458667369
Gostilna Pod kostanji,Restaurant,46.070266,14.528865,76,2738.241166975552
Gostilna Rubin,Restaurant,46.07022821903229,14.528785943984985,76,2731.0915901791755
Restavracija Šef'la,Restaurant,46.06986266,14.52070346,76,2342.1287839578367
Kadilnica,Café,46.069509366430566,14.521988424928944,76,2358.106587313925
Valentino Restavracija,Seafood Restaurant,46.06962226363207,14.520662650693186,76,2317.22509800917
Jurnalist,Restaurant,46.06949411011385,14.522187709808348,76,2364.743148637666
budva montenegro,Kebab Restaurant,46.07029,14.523072,76,2476.002971856089
Gostilna Pri Stričku,Restaurant,46.06966935748124,14.53919257970266,77,3267.856983785986
Zmajev Paviljon,Chinese Restaurant,46.07019408245464,14.54205898022851,77,3479.114136518101
Napoli,Eastern European Restaurant,46.072270989180744,14.544649296424721,77,3778.494059804536
Kava bar Porto,Café,46.07228694867714,14.544653940849635,77,3779.866374630101
Gostinska zadruga in polpenzion borca Ivana Avseca,Lounge,46.070813713873854,14.541361792445395,77,3478.390516860214
"NEIME JAKUPI, s.p., N OKREPČEVALNICA GRIL",BBQ Joint,46.0726054093962,14.542014598846436,77,3643.6247363152947
Bakhos bar,Café,46.0722,14.5448,77,3782.88285579279
N Okrepčevalnica Gril,Eastern European Restaurant,46.07213515611111,14.544761170316406,77,3776.1041941358826
IlDivino,Restaurant,46.07002639770508,14.537662506103516,77,3201.4278957103
Sumi,Food,46.070369360660294,14.551998476992095,78,4130.123703791903
Pekarna Jarše,Bakery,46.071082293261455,14.545665761591875,78,3762.6195672406075
Babel Cafe,Café,46.07246398925781,14.557002067565918,78,4581.834546686692
Kava Bar Marel'ca,Café,46.071912,14.545164000000002,78,3785.86834955096
Pasticeria-Bulvardi,Café,46.07419967651367,14.552529335021973,78,4396.185255411833
Gostilna Tavčar,Restaurant,46.075416935828635,14.559395038484347,79,4912.170358287453
Picerija in špageterija Slamca,Italian Restaurant,46.07461941976655,14.563724093144256,79,5151.6376274832
Pri Tinčku,Restaurant,46.074903793639095,14.563470604462983,79,5150.615809048058
Capitol Caffe,Coffee Shop,46.07003784179688,14.562331199645994,79,4819.0181364901255
Fati Hamburger,Fast Food Restaurant,46.07003784179688,14.562331199645994,79,4819.0181364901255
Gostilna Lovše,Restaurant,46.0777424158049,14.569238095364387,79,5695.3159572651875
Mesečnik Bar,Restaurant,46.08255456209889,14.452009572979655,80,5431.134245590854
Kmecki Turizem Tome,Restaurant,46.08255751381293,14.447665352706284,80,5694.337140717774
Picestavracija Boccaccio,Pizza Place,46.08102169994451,14.479262757220527,82,3891.7130738184774
Kitajski vrt,Chinese Restaurant,46.080088624914225,14.47283247468866,82,4097.172679199453
Restavracija Klub 300,Italian Restaurant,46.0813346864429,14.469508926413027,82,4367.912047499823
Caffe Elite,Café,46.08736438637702,14.475426765820213,82,4647.966981152326
Dnevni bar OK,Bar,46.084773519733886,14.471209645271301,82,4586.899990647229
Mercator restavracija,Restaurant,46.08731372918606,14.475420799964066,82,4643.362578835888
Moto Bar,Café,46.084215,14.480197,82,4160.8906101740295
Bistro 5ka,Eastern European Restaurant,46.0825377031527,14.47792680196112,82,4089.3669188009203
Bistro Grand,Fast Food Restaurant,46.079042,14.476792000000001,82,3817.809115188897
Mesarstvo Robi,Butcher,46.07969449719693,14.47256952524185,82,4076.101679479587
Gajbica,Juice Bar,46.086639058908965,14.4763866860852,82,4540.793566704286
Čokomana,Dessert Shop,46.08660538343977,14.474003714278364,82,4633.6830531809255
Sladoledni vrt Rustika,Ice Cream Shop,46.08710983440073,14.474921691648085,82,4643.836705023568
Kavarna Pr'Lampi,Coffee Shop,46.08718449643254,14.478607177734373,82,4509.662483171077
